station_id,station_name,latitude,longitude,elevation_m,country,,,
88075,SONGKHLA                                ,-999,-999,-999,Thailand                                ,            ,                    ,            
88076,LOME                                    ,6.17,1.25,20,Togo                                    ,            ,                    ,            
88077,ATAKPAME                                ,7.53,1.53,348,Togo                                    ,            ,                    ,            
88078,SOKODE                                  ,8.98,1.12,400,Togo                                    ,            ,                    ,            
88079,NUKUALOFA                               ,-21.13,-175.2,3,Tonga                                   ,            ,                    ,            
88080,VAVA'U                                  ,-18.58,-174,8,Tonga                                   ,            ,                    ,            
88081,PIARCO AIRPO                            ,10.62,-61.35,11,Trinidad and Tobago                     ,            ,                    ,            
88082,PIARCO AIRPO                            ,-999,-999,-999,Trinidad and Tobago                     ,            ,                    ,            
88083,DORTYOL                                 ,36.85,36.2,100,Turkey                                  ,            ,                    ,            
88084,ANTALYA                                 ,36.88,30.7,30,Turkey                                  ,            ,                    ,            
88085,URFA                                    ,37.13,38.77,540,Turkey                                  ,            ,                    ,            
88086,MUGLA                                   ,37.2,28.42,660,Turkey                                  ,            ,                    ,            
88087,ISPARTA                                 ,37.75,30.55,1020,Turkey                                  ,            ,                    ,            
88088,KONYA                                   ,37.85,32.5,1025,Turkey                                  ,            ,                    ,            
88089,DIYARBAKIR                              ,37.9,40.23,650,Turkey                                  ,            ,                    ,            
88090,IZMIR                                   ,38.45,27.25,35,Turkey                                  ,            ,                    ,            
88091,MANISA                                  ,38.6,27.43,200,Turkey                                  ,            ,                    ,            
88092,AFYON                                   ,38.75,30.53,1050,Turkey                                  ,            ,                    ,            
88093,KIRSEHIR                                ,39.15,34.17,990,Turkey                                  ,            ,                    ,            
88094,KUTAHYA                                 ,39.42,29.98,932,Turkey                                  ,            ,                    ,            
88095,ERZINCAN                                ,39.73,39.48,1200,Turkey                                  ,            ,                    ,            
88096,ERZURUM                                 ,39.9,41.27,1934,Turkey                                  ,            ,                    ,            
88097,ANKARA                                  ,39.97,32.87,970,Turkey                                  ,            ,                    ,            
88098,CORUM                                   ,40.55,34.95,780,Turkey                                  ,            ,                    ,            
88099,BOLU                                    ,40.73,31.62,700,Turkey                                  ,            ,                    ,            
88100,GIRESUN                                 ,40.92,38.38,5,Turkey                                  ,            ,                    ,            
88101,GOZTEPE                                 ,40.93,29.03,40,Turkey                                  ,            ,                    ,            
88102,TRABZON                                 ,41,39.72,38,Turkey                                  ,            ,                    ,            
88103,RIZE                                    ,41.03,40.53,130,Turkey                                  ,            ,                    ,            
88104,KASTAMONU                               ,41.37,33.77,750,Turkey                                  ,            ,                    ,            
88105,EDIRNE                                  ,41.65,26.57,85,Turkey                                  ,            ,                    ,            
88106,MBARARA                                 ,-0.62,30.65,1350,Uganda                                  ,            ,                    ,            
88107,MASAKA                                  ,-0.35,31.78,1280,Uganda                                  ,            ,                    ,            
88108,ENTEBBE                                 ,0.07,32.48,1172,Uganda                                  ,            ,                    ,            
88109,FORT PORTAL                             ,0.67,30.3,1615,Uganda                                  ,            ,                    ,            
88110,GULU                                    ,2.82,32.33,1128,Uganda                                  ,            ,                    ,            
88111,VILA                                    ,-17.75,168.32,20,Vanuatu                                 ,            ,                    ,            
88112,HONIARA                                 ,-9.42,159.97,-999,Vanuatu                                 ,            ,                    ,            
88113,SAN FERNANDO                            ,7.9,-67.42,47,Venezuela                               ,            ,                    ,            
88114,CIUDAD BOLIV                            ,8.15,-69.32,6613,Venezuela                               ,            ,                    ,            
88115,CIUDAD BOLIV                            ,8.15,-69.32,6613,Venezuela                               ,            ,                    ,            
88116,MERIDA                                  ,8.6,-71.18,2,Venezuela                               ,            ,                    ,            
88117,MARACAY                                 ,10.25,-67.65,436,Venezuela                               ,            ,                    ,            
88118,CORO                                    ,11.42,-69.68,16,Venezuela                               ,            ,                    ,            
88119,NHA-TRANG                               ,12.25,109.2,4,Vietnam                                 ,            ,                    ,            
88120,MONCAY                                  ,21.52,105.52,10,Vietnam                                 ,            ,                    ,            
88121,HANOI                                   ,-999,-999,-999,Vietnam                                 ,            ,                    ,            
88122,ADEN                                    ,12.75,45.05,29,Yemen                                   ,            ,                    ,            
88123,KAMARAN ISLAND                          ,15.33,42.6,8,Yemen                                   ,            ,                    ,            
88124,KAMARAN ISLAND                          ,15.33,42.6,8,Yemen                                   ,            ,                    ,            
88125,LIVINGSTONE                             ,-17.82,25.82,997,Zambia                                  ,            ,                    ,            
88126,LUSAKA                                  ,-15.42,28.32,1279,Zambia                                  ,            ,                    ,            
88127,MONGU                                   ,-15.27,23.1,1059,Zambia                                  ,            ,                    ,            
88128,BROKEN HILL                             ,-14.45,28.47,1206,Zambia                                  ,            ,                    ,            
88129,FORT JAMESON                            ,-13.67,32.65,1098,Zambia                                  ,            ,                    ,            
88130,NDOLA                                   ,-12.98,28.62,1261,Zambia                                  ,            ,                    ,            
88131,MPIKA                                   ,-11.83,31.45,1393,Zambia                                  ,            ,                    ,            
88132,MWINILUNGA                              ,-11.72,24.43,1356,Zambia                                  ,            ,                    ,            
88133,KASAMA                                  ,-10.2,31.13,1385,Zambia                                  ,            ,                    ,            
88134,ABERCORN                                ,-8.87,31.37,1524,Zambia                                  ,            ,                    ,            
88135,GWELO                                   ,-19.43,29.75,1411,Zimbabwe                                ,            ,                    ,            
88136,UMTALI                                  ,18.97,32.67,1119,Zimbabwe                                ,            ,                    ,            
88137,BULAWAYO                                ,20.15,28.62,1343,Zimbabwe                                ,            ,                    ,            
